Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallWaitingCalls,MonthsInService,UniqueSubs,CurrentEquipmentDays,AgeHH1,AgeHH2,IncomeGroup,ServiceArea,CreditRating
1,50.49,40.0,50.0,0.5,0.0,0.0,-40.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,46.0,3.0,722.0,48.0,46.0,6.0,0.39416058394160586,0.31253383865728207
1,36.83,328.0,30.0,0.0,19.0,0.0,-141.0,-6.8,2.7,2.7,8.7,0.7,183.5,14.7,13.25,85.0,39.0,5.3,1.0,46.0,3.5,276.0,38.0,68.0,1.0,0.2784615384615385,0.31253383865728207
1,30.0,81.0,30.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1.3,0.0,1.4,0.7,1.0,23.3,3.0,0.0,0.0,46.0,2.0,876.0,50.0,46.0,7.0,0.3157894736842105,0.31253383865728207
1,40.0,108.0,40.0,0.0,0.0,0.0,47.0,0.0,2.7,0.3,8.3,0.0,14.3,0.3,0.0,27.7,12.7,3.0,0.0,46.0,1.0,1053.0,0.0,0.0,0.0,0.2802967848309975,0.31253383865728207
1,58.38,598.0,73.0,0.0,14.0,0.0,-153.0,-12.899999999999999,1.7,4.0,13.7,0.0,12.2,3.3,0.3,24.3,26.0,5.7,0.0,46.0,1.0,911.0,0.0,0.0,0.0,0.2408026755852843,0.26913199794555726
1,96.9725,569.0,80.0,1.25,55.0,0.0,-54.0,-12.899999999999999,6.0,2.3,18.0,0.7,105.9,33.7,4.7,136.0,22.7,8.3,1.7499999999999998,46.0,3.0,581.0,48.0,50.0,7.0,0.28314238952536824,0.31253383865728207
1,26.73,33.0,25.0,0.0,3.0,0.0,5.0,1.8,2.3,0.0,3.3,0.0,1.2,7.7,0.0,8.3,13.3,2.3,0.0,46.0,1.0,1053.0,58.0,58.0,7.0,0.287369640787949,0.31253383865728207
1,96.9725,282.0,45.0,0.74,41.0,0.5,-243.5,-12.899999999999999,1.0,1.7,3.3,0.0,34.9,9.3,0.7,29.7,10.7,2.7,0.0,46.0,1.0,357.0,26.0,0.0,7.0,0.3651685393258427,0.31253383865728207
1,53.24,69.0,60.0,0.0,0.0,0.0,-19.0,0.0,1.0,0.3,3.3,0.0,3.4,6.7,0.0,41.3,7.7,1.3,0.0,46.0,2.0,197.0,60.0,60.0,9.0,0.3333333333333333,0.31253383865728207
1,96.9725,339.0,43.0,0.5,6.0,0.5,-131.0,-12.899999999999999,5.3,0.0,49.0,1.0,54.2,26.3,4.3,96.7,70.7,5.3,0.0,46.0,1.0,72.0,40.0,0.0,7.0,0.287369640787949,0.27689873417721517
1,71.62,368.0,60.0,0.0,29.0,0.0,-226.0,-12.899999999999999,11.45,3.0,20.3,1.7499999999999998,138.4,39.7,13.25,81.7,96.0,16.3,1.7499999999999998,46.0,1.0,227.0,30.0,0.0,5.0,0.287369640787949,0.27689873417721517
1,75.11,374.0,75.0,0.0,0.0,0.0,111.0,0.3,7.7,0.3,22.7,0.3,30.8,9.7,0.0,73.3,53.3,8.0,0.0,46.0,1.0,299.0,58.0,58.0,6.0,0.4,0.31253383865728207
1,44.2,196.0,40.0,0.0,4.0,0.3,6.0,8.6,2.3,0.3,15.0,0.0,7.6,2.0,0.0,64.0,36.3,2.7,0.0,46.0,1.0,547.0,56.0,54.0,5.0,0.2676056338028169,0.31253383865728207
1,39.92,28.0,47.0,0.25,0.0,0.0,-19.0,-12.899999999999999,0.3,0.0,3.0,0.0,0.1,9.7,0.0,15.0,8.0,0.3,0.3,46.0,1.0,788.0,0.0,0.0,0.0,0.3287671232876712,0.31253383865728207
1,79.56,565.0,40.0,0.0,55.0,0.0,75.0,9.499999999999998,6.3,2.7,11.7,0.0,75.5,42.3,4.7,145.0,85.0,9.0,1.3,46.0,1.0,1053.0,56.0,50.0,6.0,0.28314238952536824,0.31253383865728207
1,36.97,84.0,10.0,0.0,55.0,0.0,-84.0,-12.899999999999999,1.3,0.7,15.3,0.3,0.0,0.3,0.0,12.7,20.7,2.0,0.0,46.0,1.0,508.0,52.0,52.0,6.0,0.2802967848309975,0.26913199794555726
1,55.04,389.0,45.0,0.0,13.0,0.0,-47.0,-5.6,4.7,0.7,28.3,0.0,221.45,8.7,1.3,90.0,117.7,5.3,1.0,46.0,1.0,886.0,34.0,34.0,6.0,0.287369640787949,0.31253383865728207
1,96.9725,730.0,60.0,1.25,55.0,0.0,232.5,9.499999999999998,4.0,3.7,56.95,0.0,9.3,3.0,0.0,177.3,21.7,7.7,0.0,46.0,1.0,417.0,52.0,0.0,5.0,0.37362637362637363,0.29668746999519924
1,37.02,295.0,30.0,0.5,11.0,0.0,-153.0,-5.5,7.0,0.0,3.0,0.0,65.0,21.0,3.7,73.3,20.3,7.0,1.3,46.0,1.0,538.0,30.0,0.0,6.0,0.3384615384615385,0.31253383865728207
1,11.62,1.0,11.0,0.0,0.0,0.0,-1.0,-1.6,0.0,0.0,0.7,0.7,0.0,0.7,0.0,1.3,0.0,0.0,0.0,45.0,3.0,812.0,58.0,60.0,9.0,0.3490566037735849,0.29668746999519924
1,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,46.0,1.0,1053.0,56.0,0.0,9.0,0.2636363636363636,0.3141497851442603
1,66.39,490.0,55.0,0.25,2.0,0.0,67.0,-12.899999999999999,0.7,2.7,26.7,1.3,162.1,19.3,1.7,118.3,88.0,3.7,0.3,46.0,1.0,123.0,44.0,48.0,9.0,0.2426470588235294,0.31253383865728207
1,39.99,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,669.0,32.0,0.0,5.0,0.3490566037735849,0.26913199794555726
1,38.13,138.0,30.0,0.0,23.0,0.0,56.0,9.499999999999998,2.3,1.7,4.3,0.0,0.2,2.7,0.0,41.7,13.7,4.0,0.0,46.0,1.0,1053.0,52.0,44.0,9.0,0.25625,0.31253383865728207
1,46.85,564.0,41.0,0.0,24.0,0.0,78.0,-12.899999999999999,1.3,2.0,7.0,0.0,30.9,9.0,0.3,60.7,9.7,3.3,0.0,46.0,1.0,363.0,34.0,32.0,4.0,0.32558139534883723,0.31253383865728207
1,27.98,49.0,17.0,0.25,0.0,0.5,13.0,-11.0,2.0,0.3,4.3,0.0,6.6,3.3,0.0,9.7,5.7,2.3,0.0,44.0,1.0,677.0,56.0,56.0,9.0,0.36538461538461536,0.31253383865728207
